ShieldingThickness[cm],Altitude[km],Inclination[deg],MaxCurrentIncident[A/cm^2]
0.03,9000,10,1.47E-12
0.03,30000,60,5.60E-13
0.03,3000,50,9.29E-13
0.03,17500,70,1.17E-12
0.03,10000,40,9.76E-13
0.03,1300,60,5.48E-14
0.03,1200,20,4.43E-14
0.03,7000,20,1.92E-12
0.03,1100,90,2.30E-14
0.03,900,50,1.31E-14
0.03,800,10,1.20E-16
0.03,1500,50,1.14E-13
0.03,6000,60,1.09E-12
0.03,1400,10,1.09E-13
0.03,30000,30,1.12E-12
0.03,27500,80,6.74E-13
0.03,9000,40,1.01E-12
0.03,300,20,1.53E-19
0.03,200,60,1.08E-15
0.03,1900,10,6.78E-13
0.03,2000,40,4.46E-13
0.03,1800,50,2.46E-13
0.03,12500,10,1.12E-12
0.03,15000,20,2.03E-12
0.03,500,10,5.12E-19
0.03,400,50,1.09E-15
0.03,6000,30,1.83E-12
0.03,25000,80,8.93E-13
0.03,1400,40,9.71E-14
0.03,7000,0,2.65E-12
0.03,800,40,7.98E-15
0.03,1000,80,1.73E-14
0.03,1300,30,8.18E-14
0.03,7000,70,8.03E-13
0.03,1200,70,3.82E-14
0.03,10000,10,1.06E-12
0.03,17500,20,2.73E-12
0.95,4000,80,1.02E-19
0.95,300,10,0
0.95,200,50,8.37E-22
0.95,9000,70,8.56E-19
0.95,20000,80,2.68E-19
0.95,600,90,4.53E-21
0.95,3000,30,0
0.95,12500,20,8.66E-18
0.95,15000,10,7.24E-18
0.95,500,20,0
0.95,400,60,3.81E-21
0.95,1900,20,0
0.95,2000,70,3.84E-20
0.95,1800,60,4.20E-20
0.95,8000,30,8.94E-19
0.95,900,30,0
0.95,800,70,1.07E-20
0.95,1500,30,0
0.95,17500,0,3.19E-18
0.95,22500,80,1.07E-19
0.95,1400,70,2.37E-20
0.95,1000,0,0
0.95,10000,20,1.95E-18
0.95,1600,80,2.18E-20
0.95,17500,10,2.87E-18
0.95,300,0,0
0.95,7000,40,6.08E-19
0.95,1200,40,2.08E-21
0.95,2000,20,0
0.95,1900,70,3.58E-20
0.95,1400,0,0
0.95,8000,60,6.82E-19
0.95,1800,30,0
0.95,500,70,5.09E-21
0.95,15000,40,2.88E-18
0.95,12500,70,3.04E-18
0.95,400,30,0
0.95,700,0,0
0.95,5000,90,1.53E-19
0.95,700,80,6.42E-21
0.95,9000,20,9.83E-19
0.95,30000,50,8.54E-21
0.95,10000,0,1.45E-20
0.95,3000,60,1.01E-19
0.95,300,40,0
0.95,1300,50,1.59E-20
0.95,1200,10,0
0.95,7000,10,0
0.95,1700,90,2.34E-20
0.95,17500,40,1.12E-18
0.95,10000,70,1.19E-18
0.95,1500,60,3.15E-20
0.95,6000,50,4.81E-19
0.95,1400,20,0
0.95,900,60,1.29E-20
0.95,800,20,0
0.95,1600,20,0
0.95,10000,80,1.11E-18
0.95,1700,60,3.86E-20
0.95,1000,10,0
0.95,1100,50,1.14E-20
0.95,900,90,8.65E-21
0.95,22500,20,3.53E-19
0.95,25000,10,1.86E-19
0.95,35800,0,4.48E-21
0.95,1500,90,1.90E-20
0.95,2500,50,5.36E-20
0.95,35800,40,8.72E-22
0.95,5000,60,2.33E-19
0.95,500,80,3.72E-21
0.95,12500,80,2.88E-18
0.95,8000,90,5.29E-19
0.95,1900,80,2.86E-20
0.95,4000,20,0
0.95,3000,90,5.79E-20
0.95,600,30,0
0.95,700,70,8.93E-21
0.95,20000,20,8.75E-19
0.95,27500,10,7.25E-20
0.95,25000,40,6.71E-20
0.95,22500,70,1.13E-19
0.95,1400,80,1.83E-20
0.95,3000,0,0
0.95,800,80,7.72E-21
0.95,1000,40,4.47E-22
0.95,1600,70,2.81E-20
0.95,1700,30,0
0.95,1800,0,0
0.95,600,60,6.73E-21
0.95,27500,40,2.60E-20
0.95,9000,80,7.98E-19
0.95,700,20,0
0.95,20000,70,2.82E-19
0.95,4000,70,1.16E-19
0.95,1800,90,2.56E-20
0.95,2000,80,3.13E-20
0.95,5000,30,6.96E-20
0.95,35800,10,3.39E-21
0.95,400,90,2.72E-21
0.95,22500,0,5.28E-19
0.95,1800,20,0
0.95,8000,70,5.82E-19
0.95,1900,60,4.56E-20
0.95,2000,30,0
0.95,5000,80,1.59E-19
0.95,400,20,0
0.95,12500,60,3.34E-18
0.95,500,60,5.33E-21
0.95,15000,50,2.31E-18
0.95,3000,70,7.08E-20
0.95,30000,40,1.05E-20
0.95,9000,30,1.45E-18
0.95,700,90,5.80E-21
0.95,200,10,0
0.95,300,50,1.31E-21
0.95,1300,40,3.23E-21
0.95,10000,60,1.33E-18
0.95,17500,50,8.98E-19
0.95,1700,80,2.44E-20
0.95,1400,30,0
0.95,6000,40,3.56E-19
0.95,1500,70,2.60E-20
0.95,800,30,0
0.95,900,70,1.27E-20
0.95,200,40,0
0.95,800,0,0
0.95,4000,90,9.82E-20
0.95,3000,20,0
0.95,600,80,4.76E-21
0.95,20000,90,2.64E-19
0.95,9000,60,9.77E-19
0.95,30000,10,2.95E-20
0.95,400,70,3.80E-21
0.95,500,30,0
0.95,12500,30,6.85E-18
0.95,8000,20,2.58E-19
0.95,1800,70,3.30E-20
0.95,2000,60,5.01E-20
0.95,1900,30,0
0.95,800,60,1.04E-20
0.95,900,20,0
0.95,1400,60,2.80E-20
0.95,22500,90,1.06E-19
0.95,1500,20,0
0.95,6000,10,0
0.95,1600,90,2.11E-20
0.95,10000,30,2.34E-18
0.95,1200,50,1.38E-20
0.95,25000,0,2.05E-19
0.95,7000,50,6.84E-19
0.95,1300,10,0
0.95,1400,90,1.72E-20
0.95,22500,60,1.23E-19
0.95,25000,50,5.45E-20
0.95,1100,10,0
0.95,1000,50,9.37E-21
0.95,800,90,7.19E-21
0.95,1700,20,0
0.95,1600,60,3.44E-20
0.95,700,30,0
0.95,20000,60,3.09E-19
0.95,9000,90,7.79E-19
0.95,27500,50,2.12E-20
0.95,1300,0,0
0.95,600,70,6.76E-21
0.95,4000,60,1.64E-19
0.95,2000,90,2.97E-20
0.95,1800,80,2.66E-20
0.95,2500,10,0
0.95,400,80,2.84E-21
0.95,5000,20,0
0.95,1700,70,3.04E-20
0.95,10000,90,1.09E-18
0.95,1600,30,0
0.95,900,80,9.16E-21
0.95,1700,0,0
0.95,1100,40,1.10E-21
0.95,400,0,0
0.95,1500,80,1.98E-20
0.95,22500,30,2.41E-19
0.95,2000,0,0
0.95,12500,90,2.84E-18
0.95,500,90,3.54E-21
0.95,5000,70,1.77E-19
0.95,35800,50,7.30E-22
0.95,2500,40,3.57E-20
0.95,1900,90,2.79E-20
0.95,8000,80,5.47E-19
0.95,4000,30,3.46E-21
0.95,700,60,8.48E-21
0.95,20000,30,6.07E-19
0.95,600,20,0
0.95,3000,80,6.01E-20
0.95,1300,80,1.61E-20
0.95,4000,0,0
0.95,1700,40,1.02E-20
0.95,17500,90,6.68E-19
0.95,6000,80,2.41E-19
0.95,1900,0,0
0.95,25000,30,9.27E-20
0.95,12500,0,1.06E-17
0.95,1100,70,1.66E-20
0.95,1000,30,0
0.95,15000,90,1.72E-18
0.95,35800,60,6.42E-22
0.95,5000,40,2.07E-19
0.95,2500,70,5.39E-20
0.95,30000,80,6.50E-21
0.95,27500,30,3.61E-20
0.95,700,50,4.94E-21
0.95,600,10,0
0.95,300,90,1.99E-21
0.95,1100,20,0
0.95,30000,0,3.32E-20
0.95,1000,60,1.55E-20
0.95,22500,50,1.41E-19
0.95,25000,60,4.76E-20
0.95,1700,10,0
0.95,1600,50,2.29E-20
0.95,1200,90,1.36E-20
0.95,7000,90,3.50E-19
0.95,15000,0,7.97E-18
0.95,4000,50,1.50E-19
0.95,200,80,1.65E-21
0.95,20000,50,3.54E-19
0.95,27500,60,1.85E-20
0.95,9000,0,0
0.95,600,40,0
0.95,2500,20,0
0.95,5000,10,0
0.95,35800,30,1.13E-21
0.95,3000,10,0
0.95,600,0,0
0.95,9000,50,1.26E-18
0.95,30000,20,2.18E-20
0.95,27500,90,1.58E-20
0.95,200,70,2.18E-21
0.95,1500,0,0
0.95,300,30,0
0.95,8000,10,0
0.95,1800,40,1.31E-20
0.95,2000,50,3.43E-20
0.95,400,40,0
0.95,15000,30,3.97E-18
0.95,1400,50,1.76E-20
0.95,25000,90,4.07E-20
0.95,1500,10,0
0.95,6000,20,1.66E-22
0.95,1000,90,1.02E-20
0.95,800,50,6.34E-21
0.95,900,10,0
0.95,1200,60,2.11E-20
0.95,7000,60,4.67E-19
0.95,1300,20,0
0.95,17500,30,1.54E-18
0.95,35800,90,5.70E-22
0.95,400,10,0
0.95,2500,80,4.40E-20
0.95,12500,50,3.88E-18
0.95,500,50,2.78E-21
0.95,15000,60,2.01E-18
0.95,1800,10,0
0.95,8000,40,1.08E-18
0.95,1900,50,3.17E-20
0.95,200,20,0
0.95,300,60,2.98E-21
0.95,3000,40,5.66E-20
0.95,30000,70,6.84E-21
0.95,10000,50,1.66E-18
0.95,17500,60,7.82E-19
0.95,7000,30,4.89E-19
0.95,1200,30,0
0.95,1300,70,2.08E-20
0.95,6000,0,0
0.95,900,40,1.56E-22
0.95,1100,80,1.24E-20
0.95,200,0,0
0.95,6000,70,2.66E-19
0.95,1100,0,0
0.95,1500,40,6.16E-21
0.95,1000,70,1.46E-20
0.95,1100,30,0
0.95,25000,70,4.35E-20
0.95,22500,40,1.75E-19
0.95,1600,40,8.03E-21
0.95,500,0,0
0.95,7000,80,3.59E-19
0.95,1200,80,1.42E-20
0.95,1600,0,0
0.95,5000,0,0
0.95,200,90,1.53E-21
0.95,4000,40,1.14E-19
0.95,600,50,3.72E-21
0.95,27500,70,1.69E-20
0.95,20000,40,4.39E-19
0.95,700,10,0
0.95,35800,20,1.81E-21
0.95,2500,30,0
0.95,27500,0,8.16E-20
0.95,1300,90,1.50E-20
0.95,1600,10,0
0.95,17500,80,6.80E-19
0.95,20000,0,1.28E-18
0.95,1700,50,2.47E-20
0.95,22500,10,4.72E-19
0.95,25000,20,1.37E-19
0.95,6000,90,2.35E-19
0.95,1000,20,0
0.95,1100,60,1.82E-20
0.95,2500,0,0
0.95,2500,60,7.24E-20
0.95,1200,0,0
0.95,5000,50,2.82E-19
0.95,35800,70,6.01E-22
0.95,15000,80,1.75E-18
0.95,8000,0,0
0.95,20000,10,1.15E-18
0.95,700,40,3.51E-24
0.95,30000,90,6.40E-21
0.95,27500,20,5.36E-20
0.95,300,80,2.11E-21
0.95,4000,10,0
0.95,500,40,0
0.95,15000,70,1.84E-18
0.95,12500,40,4.93E-18
0.95,2500,90,4.29E-20
0.95,35800,80,5.77E-22
0.95,2000,10,0
0.95,1900,40,1.55E-20
0.95,8000,50,9.45E-19
0.95,900,0,0
0.95,300,70,2.83E-21
0.95,200,30,0
0.95,9000,10,1.84E-20
0.95,30000,60,7.46E-21
0.95,3000,50,7.65E-20
0.95,17500,70,7.15E-19
0.95,10000,40,2.39E-18
0.95,1300,60,2.49E-20
0.95,1200,20,0
0.95,7000,20,2.32E-20
0.95,1100,90,1.18E-20
0.95,900,50,7.63E-21
0.95,800,10,0
0.95,1500,50,1.99E-20
0.95,6000,60,3.30E-19
0.95,1400,10,0
0.95,30000,30,1.46E-20
0.95,27500,80,1.61E-20
0.95,9000,40,1.81E-18
0.95,300,20,0
0.95,200,60,2.14E-21
0.95,1900,10,0
0.95,2000,40,1.81E-20
0.95,1800,50,2.81E-20
0.95,12500,10,9.80E-18
0.95,15000,20,5.61E-18
0.95,500,10,0
0.95,400,50,1.85E-21
0.95,6000,30,2.45E-19
0.95,25000,80,4.14E-20
0.95,1400,40,4.64E-21
0.95,7000,0,0
0.95,800,40,4.10E-23
0.95,1000,80,1.09E-20
0.95,1300,30,0
0.95,7000,70,3.91E-19
0.95,1200,70,1.88E-20
0.95,10000,10,3.79E-19
0.95,17500,20,2.20E-18
1.1,4000,80,6.47E-21
1.1,300,10,0
1.1,200,50,2.46E-23
1.1,9000,70,6.30E-20
1.1,20000,80,4.14E-21
1.1,600,90,1.35E-22
1.1,3000,30,0
1.1,12500,20,7.29E-19
1.1,15000,10,4.57E-19
1.1,500,20,0
1.1,400,60,1.15E-22
1.1,1900,20,0
1.1,2000,70,1.93E-21
1.1,1800,60,2.08E-21
1.1,8000,30,6.80E-20
1.1,900,30,0
1.1,800,70,3.69E-22
1.1,1500,30,0
1.1,17500,0,1.32E-19
1.1,22500,80,6.43E-22
1.1,1400,70,1.01E-21
1.1,1000,0,0
1.1,10000,20,1.57E-19
1.1,1600,80,9.91E-22
1.1,17500,10,1.14E-19
1.1,300,0,0
1.1,7000,40,4.43E-20
1.1,1200,40,9.91E-23
1.1,2000,20,0
1.1,1900,70,1.80E-21
1.1,1400,0,0
1.1,8000,60,4.86E-20
1.1,1800,30,0
1.1,500,70,1.57E-22
1.1,15000,40,1.64E-19
1.1,12500,70,2.44E-19
1.1,400,30,0
1.1,700,0,0
1.1,5000,90,1.02E-20
1.1,700,80,2.06E-22
1.1,9000,20,8.18E-20
1.1,30000,50,0
1.1,10000,0,5.91E-23
1.1,3000,60,6.18E-21
1.1,300,40,0
1.1,1300,50,7.08E-22
1.1,1200,10,0
1.1,7000,10,0
1.1,1700,90,1.14E-21
1.1,17500,40,3.85E-20
1.1,10000,70,8.85E-20
1.1,1500,60,1.45E-21
1.1,6000,50,3.40E-20
1.1,1400,20,0
1.1,900,60,4.99E-22
1.1,800,20,0
1.1,1600,20,0
1.1,10000,80,8.27E-20
1.1,1700,60,1.86E-21
1.1,1000,10,0
1.1,1100,50,4.73E-22
1.1,900,90,3.10E-22
1.1,22500,20,2.21E-21
1.1,25000,10,3.79E-22
1.1,35800,0,0
1.1,1500,90,8.49E-22
1.1,2500,50,3.19E-21
1.1,35800,40,0
1.1,5000,60,1.50E-20
1.1,500,80,1.11E-22
1.1,12500,80,2.31E-19
1.1,8000,90,3.81E-20
1.1,1900,80,1.43E-21
1.1,4000,20,0
1.1,3000,90,3.52E-21
1.1,600,30,0
1.1,700,70,2.98E-22
1.1,20000,20,1.41E-20
1.1,27500,10,6.55E-23
1.1,25000,40,1.18E-22
1.1,22500,70,6.77E-22
1.1,1400,80,8.02E-22
1.1,3000,0,0
1.1,800,80,2.58E-22
1.1,1000,40,1.26E-23
1.1,1600,70,1.25E-21
1.1,1700,30,0
1.1,1800,0,0
1.1,600,60,2.09E-22
1.1,27500,40,1.90E-23
1.1,9000,80,5.88E-20
1.1,700,20,0
1.1,20000,70,4.34E-21
1.1,4000,70,7.33E-21
1.1,1800,90,1.26E-21
1.1,2000,80,1.62E-21
1.1,5000,30,5.78E-21
1.1,35800,10,0
1.1,400,90,8.39E-23
1.1,22500,0,3.60E-21
1.1,1800,20,0
1.1,8000,70,4.18E-20
1.1,1900,60,2.33E-21
1.1,2000,30,0
1.1,5000,80,1.05E-20
1.1,400,20,0
1.1,12500,60,2.67E-19
1.1,500,60,1.67E-22
1.1,15000,50,1.33E-19
1.1,3000,70,4.24E-21
1.1,30000,40,0
1.1,9000,30,1.10E-19
1.1,700,90,1.80E-22
1.1,200,10,0
1.1,300,50,4.67E-23
1.1,1300,40,1.66E-22
1.1,10000,60,9.89E-20
1.1,17500,50,3.15E-20
1.1,1700,80,1.16E-21
1.1,1400,30,0
1.1,6000,40,2.51E-20
1.1,1500,70,1.14E-21
1.1,800,30,0
1.1,900,70,4.64E-22
1.1,200,40,0
1.1,800,0,0
1.1,4000,90,6.29E-21
1.1,3000,20,0
1.1,600,80,1.42E-22
1.1,20000,90,4.07E-21
1.1,9000,60,7.14E-20
1.1,30000,10,0
1.1,400,70,1.20E-22
1.1,500,30,0
1.1,12500,30,5.47E-19
1.1,8000,20,2.08E-20
1.1,1800,70,1.58E-21
1.1,2000,60,2.62E-21
1.1,1900,30,0
1.1,800,60,3.72E-22
1.1,900,20,0
1.1,1400,60,1.27E-21
1.1,22500,90,6.33E-22
1.1,1500,20,0
1.1,6000,10,0
1.1,1600,90,9.82E-22
1.1,10000,30,1.79E-19
1.1,1200,50,5.81E-22
1.1,25000,0,4.17E-22
1.1,7000,50,4.81E-20
1.1,1300,10,0
1.1,1400,90,7.44E-22
1.1,22500,60,7.39E-22
1.1,25000,50,9.72E-23
1.1,1100,10,0
1.1,1000,50,3.70E-22
1.1,800,90,2.36E-22
1.1,1700,20,0
1.1,1600,60,1.57E-21
1.1,700,30,0
1.1,20000,60,4.74E-21
1.1,9000,90,5.74E-20
1.1,27500,50,1.57E-23
1.1,1300,0,0
1.1,600,70,2.16E-22
1.1,4000,60,1.04E-20
1.1,2000,90,1.54E-21
1.1,1800,80,1.30E-21
1.1,2500,10,0
1.1,400,80,8.32E-23
1.1,5000,20,0
1.1,1700,70,1.39E-21
1.1,10000,90,8.13E-20
1.1,1600,30,0
1.1,900,80,3.20E-22
1.1,1700,0,0
1.1,1100,40,4.59E-23
1.1,400,0,0
1.1,1500,80,8.67E-22
1.1,22500,30,1.38E-21
1.1,2000,0,0
1.1,12500,90,2.28E-19
1.1,500,90,1.08E-22
1.1,5000,70,1.16E-20
1.1,35800,50,0
1.1,2500,40,2.28E-21
1.1,1900,90,1.41E-21
1.1,8000,80,3.95E-20
1.1,4000,30,2.59E-22
1.1,700,60,2.77E-22
1.1,20000,30,9.01E-21
1.1,600,20,0
1.1,3000,80,3.64E-21
1.1,1300,80,6.84E-22
1.1,4000,0,0
1.1,1700,40,5.43E-22
1.1,17500,90,2.37E-20
1.1,6000,80,1.65E-20
1.1,1900,0,0
1.1,25000,30,1.61E-22
1.1,12500,0,9.84E-19
1.1,1100,70,6.62E-22
1.1,1000,30,0
1.1,15000,90,9.96E-20
1.1,35800,60,0
1.1,5000,40,1.42E-20
1.1,2500,70,3.07E-21
1.1,30000,80,0
1.1,27500,30,2.51E-23
1.1,700,50,1.65E-22
1.1,600,10,0
1.1,300,90,5.92E-23
1.1,1100,20,0
1.1,30000,0,0
1.1,1000,60,6.13E-22
1.1,22500,50,8.45E-22
1.1,25000,60,8.55E-23
1.1,1700,10,0
1.1,1600,50,1.13E-21
1.1,1200,90,5.60E-22
1.1,7000,90,2.47E-20
1.1,15000,0,5.13E-19
1.1,4000,50,1.00E-20
1.1,200,80,5.08E-23
1.1,20000,50,5.41E-21
1.1,27500,60,1.38E-23
1.1,9000,0,0
1.1,600,40,0
1.1,2500,20,0
1.1,5000,10,0
1.1,35800,30,0
1.1,3000,10,0
1.1,600,0,0
1.1,9000,50,9.09E-20
1.1,30000,20,0
1.1,27500,90,1.20E-23
1.1,200,70,6.61E-23
1.1,1500,0,0
1.1,300,30,0
1.1,8000,10,0
1.1,1800,40,7.27E-22
1.1,2000,50,1.86E-21
1.1,400,40,0
1.1,15000,30,2.28E-19
1.1,1400,50,8.00E-22
1.1,25000,90,7.32E-23
1.1,1500,10,0
1.1,6000,20,6.66E-25
1.1,1000,90,3.86E-22
1.1,800,50,2.25E-22
1.1,900,10,0
1.1,1200,60,9.37E-22
1.1,7000,60,3.24E-20
1.1,1300,20,0
1.1,17500,30,5.30E-20
1.1,35800,90,0
1.1,400,10,0
1.1,2500,80,2.53E-21
1.1,12500,50,3.08E-19
1.1,500,50,1.02E-22
1.1,15000,60,1.16E-19
1.1,1800,10,0
1.1,8000,40,8.10E-20
1.1,1900,50,1.67E-21
1.1,200,20,0
1.1,300,60,9.49E-23
1.1,3000,40,3.69E-21
1.1,30000,70,0
1.1,10000,50,1.21E-19
1.1,17500,60,2.76E-20
1.1,7000,30,3.72E-20
1.1,1200,30,0
1.1,1300,70,8.64E-22
1.1,6000,0,0
1.1,900,40,7.51E-25
1.1,1100,80,4.92E-22
1.1,200,0,0
1.1,6000,70,1.81E-20
1.1,1100,0,0
1.1,1500,40,3.16E-22
1.1,1000,70,5.61E-22
1.1,1100,30,0
1.1,25000,70,7.82E-23
1.1,22500,40,1.02E-21
1.1,1600,40,4.14E-22
1.1,500,0,0
1.1,7000,80,2.54E-20
1.1,1200,80,5.77E-22
1.1,1600,0,0
1.1,5000,0,0
1.1,200,90,4.71E-23
1.1,4000,40,7.64E-21
1.1,600,50,1.25E-22
1.1,27500,70,1.27E-23
1.1,20000,40,6.58E-21
1.1,700,10,0
1.1,35800,20,0
1.1,2500,30,0
1.1,27500,0,7.87E-23
1.1,1300,90,6.25E-22
1.1,1600,10,0
1.1,17500,80,2.41E-20
1.1,20000,0,2.29E-20
1.1,1700,50,1.21E-21
1.1,22500,10,3.37E-21
1.1,25000,20,2.56E-22
1.1,6000,90,1.61E-20
1.1,1000,20,0
1.1,1100,60,7.58E-22
1.1,2500,0,0
1.1,2500,60,4.16E-21
1.1,1200,0,0
1.1,5000,50,1.97E-20
1.1,35800,70,0
1.1,15000,80,1.01E-19
1.1,8000,0,0
1.1,20000,10,1.99E-20
1.1,700,40,0
1.1,30000,90,0
1.1,27500,20,4.33E-23
1.1,300,80,6.38E-23
1.1,4000,10,0
1.1,500,40,0
1.1,15000,70,1.06E-19
1.1,12500,40,3.87E-19
1.1,2500,90,2.47E-21
1.1,35800,80,0
1.1,2000,10,0
1.1,1900,40,8.75E-22
1.1,8000,50,6.68E-20
1.1,900,0,0
1.1,300,70,9.05E-23
1.1,200,30,0
1.1,9000,10,7.67E-22
1.1,30000,60,0
1.1,3000,50,4.80E-21
1.1,17500,70,2.53E-20
1.1,10000,40,1.78E-19
1.1,1300,60,1.10E-21
1.1,1200,20,0
1.1,7000,20,1.63E-21
1.1,1100,90,4.70E-22
1.1,900,50,2.81E-22
1.1,800,10,0
1.1,1500,50,9.51E-22
1.1,6000,60,2.21E-20
1.1,1400,10,0
1.1,30000,30,0
1.1,27500,80,1.21E-23
1.1,9000,40,1.38E-19
1.1,300,20,0
1.1,200,60,6.68E-23
1.1,1900,10,0
1.1,2000,40,1.08E-21
1.1,1800,50,1.43E-21
1.1,12500,10,8.60E-19
1.1,15000,20,3.38E-19
1.1,500,10,0
1.1,400,50,6.43E-23
1.1,6000,30,1.91E-20
1.1,25000,80,7.46E-23
1.1,1400,40,2.36E-22
1.1,7000,0,0
1.1,800,40,1.75E-25
1.1,1000,80,4.15E-22
1.1,1300,30,0
1.1,7000,70,2.75E-20
1.1,1200,70,7.59E-22
1.1,10000,10,2.99E-20
1.1,17500,20,8.19E-20
10,4000,80,0
10,300,10,0
10,200,50,0
10,9000,70,0
10,20000,80,0
10,600,90,0
10,3000,30,0
10,12500,20,0
10,15000,10,0
10,500,20,0
10,400,60,0
10,1900,20,0
10,2000,70,0
10,1800,60,0
10,8000,30,0
10,900,30,0
10,800,70,0
10,1500,30,0
10,17500,0,0
10,22500,80,0
10,1400,70,0
10,1000,0,0
10,10000,20,0
10,1600,80,0
10,17500,10,0
10,300,0,0
10,7000,40,0
10,1200,40,0
10,2000,20,0
10,1900,70,0
10,1400,0,0
10,8000,60,0
10,1800,30,0
10,500,70,0
10,15000,40,0
10,12500,70,0
10,400,30,0
10,700,0,0
10,5000,90,0
10,700,80,0
10,9000,20,0
10,30000,50,0
10,10000,0,0
10,3000,60,0
10,300,40,0
10,1300,50,0
10,1200,10,0
10,7000,10,0
10,1700,90,0
10,17500,40,0
10,10000,70,0
10,1500,60,0
10,6000,50,0
10,1400,20,0
10,900,60,0
10,800,20,0
10,1600,20,0
10,10000,80,0
10,1700,60,0
10,1000,10,0
10,1100,50,0
10,900,90,0
10,22500,20,0
10,25000,10,0
10,35800,0,0
10,1500,90,0
10,2500,50,0
10,35800,40,0
10,5000,60,0
10,500,80,0
10,12500,80,0
10,8000,90,0
10,1900,80,0
10,4000,20,0
10,3000,90,0
10,600,30,0
10,700,70,0
10,20000,20,0
10,27500,10,0
10,25000,40,0
10,22500,70,0
10,1400,80,0
10,3000,0,0
10,800,80,0
10,1000,40,0
10,1600,70,0
10,1700,30,0
10,1800,0,0
10,600,60,0
10,27500,40,0
10,9000,80,0
10,700,20,0
10,20000,70,0
10,4000,70,0
10,1800,90,0
10,2000,80,0
10,5000,30,0
10,35800,10,0
10,400,90,0
10,22500,0,0
10,1800,20,0
10,8000,70,0
10,1900,60,0
10,2000,30,0
10,5000,80,0
10,400,20,0
10,12500,60,0
10,500,60,0
10,15000,50,0
10,3000,70,0
10,30000,40,0
10,9000,30,0
10,700,90,0
10,200,10,0
10,300,50,0
10,1300,40,0
10,10000,60,0
10,17500,50,0
10,1700,80,0
10,1400,30,0
10,6000,40,0
10,1500,70,0
10,800,30,0
10,900,70,0
10,200,40,0
10,800,0,0
10,4000,90,0
10,3000,20,0
10,600,80,0
10,20000,90,0
10,9000,60,0
10,30000,10,0
10,400,70,0
10,500,30,0
10,12500,30,0
10,8000,20,0
10,1800,70,0
10,2000,60,0
10,1900,30,0
10,800,60,0
10,900,20,0
10,1400,60,0
10,22500,90,0
10,1500,20,0
10,6000,10,0
10,1600,90,0
10,10000,30,0
10,1200,50,0
10,25000,0,0
10,7000,50,0
10,1300,10,0
10,1400,90,0
10,22500,60,0
10,25000,50,0
10,1100,10,0
10,1000,50,0
10,800,90,0
10,1700,20,0
10,1600,60,0
10,700,30,0
10,20000,60,0
10,9000,90,0
10,27500,50,0
10,1300,0,0
10,600,70,0
10,4000,60,0
10,2000,90,0
10,1800,80,0
10,2500,10,0
10,400,80,0
10,5000,20,0
10,1700,70,0
10,10000,90,0
10,1600,30,0
10,900,80,0
10,1700,0,0
10,1100,40,0
10,400,0,0
10,1500,80,0
10,22500,30,0
10,2000,0,0
10,12500,90,0
10,500,90,0
10,5000,70,0
10,35800,50,0
10,2500,40,0
10,1900,90,0
10,8000,80,0
10,4000,30,0
10,700,60,0
10,20000,30,0
10,600,20,0
10,3000,80,0
10,1300,80,0
10,4000,0,0
10,1700,40,0
10,17500,90,0
10,6000,80,0
10,1900,0,0
10,25000,30,0
10,12500,0,0
10,1100,70,0
10,1000,30,0
10,15000,90,0
10,35800,60,0
10,5000,40,0
10,2500,70,0
10,30000,80,0
10,27500,30,0
10,700,50,0
10,600,10,0
10,300,90,0
10,1100,20,0
10,30000,0,0
10,1000,60,0
10,22500,50,0
10,25000,60,0
10,1700,10,0
10,1600,50,0
10,1200,90,0
10,7000,90,0
10,15000,0,0
10,4000,50,0
10,200,80,0
10,20000,50,0
10,27500,60,0
10,9000,0,0
10,600,40,0
10,2500,20,0
10,5000,10,0
10,35800,30,0
10,3000,10,0
10,600,0,0
10,9000,50,0
10,30000,20,0
10,27500,90,0
10,200,70,0
10,1500,0,0
10,300,30,0
10,8000,10,0
10,1800,40,0
10,2000,50,0
10,400,40,0
10,15000,30,0
10,1400,50,0
10,25000,90,0
10,1500,10,0
10,6000,20,0
10,1000,90,0
10,800,50,0
10,900,10,0
10,1200,60,0
10,7000,60,0
10,1300,20,0
10,17500,30,0
10,35800,90,0
10,400,10,0
10,2500,80,0
10,12500,50,0
10,500,50,0
10,15000,60,0
10,1800,10,0
10,8000,40,0
10,1900,50,0
10,200,20,0
10,300,60,0
10,3000,40,0
10,30000,70,0
10,10000,50,0
10,17500,60,0
10,7000,30,0
10,1200,30,0
10,1300,70,0
10,6000,0,0
10,900,40,0
10,1100,80,0
10,200,0,0
10,6000,70,0
10,1100,0,0
10,1500,40,0
10,1000,70,0
10,1100,30,0
10,25000,70,0
10,22500,40,0
10,1600,40,0
10,500,0,0
10,7000,80,0
10,1200,80,0
10,1600,0,0
10,5000,0,0
10,200,90,0
10,4000,40,0
10,600,50,0
10,27500,70,0
10,20000,40,0
10,700,10,0
10,35800,20,0
10,2500,30,0
10,27500,0,0
10,1300,90,0
10,1600,10,0
10,17500,80,0
10,20000,0,0
10,1700,50,0
10,22500,10,0
10,25000,20,0
10,6000,90,0
10,1000,20,0
10,1100,60,0
10,2500,0,0
10,2500,60,0
10,1200,0,0
10,5000,50,0
10,35800,70,0
10,15000,80,0
10,8000,0,0
10,20000,10,0
10,700,40,0
10,30000,90,0
10,27500,20,0
